Nombre,Pistas,Dirección,Teléfono,Correo,Página Web,Plataforma de Reserva
"CMA Albatros Pádel Zamora","","C. Andres Fernández de Andrada, 37, 49023, Zamora","+34659656185","","https://padelizados.es/es-es/i/590-cma-albatros-padel-zamora/","N/A"
"ACTIVA PADEL LOS LLANOS","","Av. de Salamanca, 89, 49027, Zamora","+34618202496","","https://padelizados.es/es-es/i/682-activa-padel-los-llanos/","N/A"
